Industry,Funding Stage,Product Stage,Backend Tech Stack,Frontend Tech,Compute Platform,AMD Platform Used,Primary Model Used,Founded Year,Total Funding ($),Team Size,Monthly Recurring Revenue ($),Valuation ($),Customer Base,"Fireworks AI Credits Used ($, cumulative)",Social Media Followers,Success Score
Climate & Energy AI,Bootstrapped,Idea / Concept,"Java, Quarkus",Flutter (Dart),Fireworks AI API,—,GPT-OSS-120B (high),2026,108.0,1,12.3,2300.0,30,5.58,624,4.2
Robotics & Vision AI,Pre-Seed,Public Beta,"Node.js, GraphQL",Vue,Fireworks AI API,—,GLM 5.1,2025,504.0,2,7.9,5400.0,108,9.51,1633,6.7
Developer Tools,Bootstrapped,Public Beta,"TypeScript, Fastify",Svelte,Fireworks AI API,—,GLM 5.1,2024,96.0,2,1.7,1800.0,30,39.82,23,5.4
Creative & Media AI,Pre-Seed,Public Beta,"Java, Spring Boot",Svelte,Fireworks AI API,—,GPT-OSS-120B (high),2024,673.0,4,10.1,3200.0,28,40.12,1955,8.7
Enterprise SaaS,Angel,Private Beta,"TypeScript, Fastify",Vue,Fireworks AI API,—,GPT-OSS-120B (high),2024,2907.0,2,56.9,28200.0,15,27.94,2139,10.0
Legal & Compliance AI,Bootstrapped,Private Beta,"Node.js, GraphQL",React Native,Fireworks AI API,—,DeepSeek V4 Pro,2025,23.0,2,0.7,4600.0,116,49.81,2835,8.7
Creative & Media AI,Series A,MVP,"Java, Quarkus",Vue,Own AMD GPU cluster,ROCm on MI300X cluster,Qwen2.5 32B,2024,48354.0,8,549.7,201700.0,92,0.0,4207,10.0
Enterprise SaaS,Seed,Private Beta,"Java, Quarkus",Flutter (Dart),Fireworks AI API,—,Kimi K2.6,2023,11192.0,10,831.1,47900.0,63,839.27,2313,10.0
Cybersecurity AI,Pre-Seed,MVP,"Node.js, NestJS",Svelte,Fireworks AI API,—,GLM 5.1,2023,799.0,3,1.3,6800.0,0,131.95,1403,8.8
FinTech AI,Seed,Private Beta,"Java, Spring Boot + Kafka",Svelte,Fireworks AI API,—,Kimi K2.5,2026,15664.0,8,759.8,52800.0,0,29.46,598,10.0
E-commerce AI,Bootstrapped,Public Beta,"Node.js, Express",React Native,Own AMD GPU cluster,AMD Instinct MI325X,Llama 3.1 70B,2025,26.0,3,0.7,4600.0,52,0.0,223,7.5
Robotics & Vision AI,Bootstrapped,Public Beta,"Node.js, Express",Vue,Own AMD GPU cluster,AMD Instinct MI325X,Stable Diffusion XL,2024,103.0,2,0.3,5000.0,1,0.0,2759,4.9
Gaming AI,Bootstrapped,Launched,"Java, Quarkus",React,Own AMD GPU cluster,AMD Instinct MI300X,Mistral 7B,2023,42.0,2,0.9,1500.0,50,0.0,3946,7.2
Developer Tools,Seed,Private Beta,"Node.js, Express",Svelte,Fireworks AI API,—,Kimi K2.5,2025,18379.0,6,1643.6,123000.0,36,187.85,1007,10.0
Logistics & Supply Chain AI,Series A,Private Beta,"TypeScript, Fastify",Next.js,Own AMD GPU cluster,ROCm on MI300X cluster,Stable Diffusion XL,2025,79053.0,11,1393.8,677900.0,119,0.0,1050,10.0
Creative & Media AI,Seed,MVP,"Java, Spring Boot",Svelte,Own AMD GPU cluster,AMD Instinct MI325X,Mixtral 8x7B,2024,8616.0,10,399.5,46800.0,140,0.0,1168,10.0
Cybersecurity AI,Pre-Seed,Private Beta,"Java, Quarkus",Next.js,Own AMD GPU cluster,AMD Instinct MI325X,Llama 3.1 70B,2025,1500.0,5,98.9,16800.0,67,0.0,763,10.0
Creative & Media AI,Bootstrapped,Idea / Concept,"Java, Quarkus",Next.js,Fireworks AI API,—,Kimi K2.5,2024,138.0,3,8.9,5900.0,440,110.3,3010,10.0
Logistics & Supply Chain AI,Pre-Seed,Prototype,"TypeScript, Fastify",React,Own AMD GPU cluster,ROCm on MI250 cluster,CodeLlama 34B,2024,796.0,3,46.4,5400.0,17,0.0,5930,6.9
Gaming AI,Bootstrapped,Public Beta,"Java, Quarkus",Vue,Fireworks AI API,—,MiniMax-M2.7,2026,67.0,3,1.4,5100.0,36,0.69,393,4.3
Creative & Media AI,Bootstrapped,Launched,"Node.js, NestJS",Flutter (Dart),Fireworks AI API,—,Kimi K2.6,2025,150.0,2,9.1,4700.0,39,15.77,286,5.8
HealthTech AI,Seed,MVP,"Java, Spring Boot",React,Own AMD GPU cluster,ROCm on MI250 cluster,Whisper Large v3,2026,19023.0,5,390.1,164900.0,181,0.0,2366,10.0
HealthTech AI,Seed,Launched,"Node.js, NestJS",Next.js,Own AMD GPU cluster,AMD Instinct MI250,Stable Diffusion XL,2023,4667.0,3,74.1,19000.0,80,0.0,156,10.0
Robotics & Vision AI,Bootstrapped,Private Beta,"Java, Quarkus",Vue,Own AMD GPU cluster,AMD Radeon PRO W7900,SDXL Turbo,2025,13.0,1,0.1,2800.0,54,0.0,4700,6.4
E-commerce AI,Seed,MVP,"Java, Quarkus",Svelte,Own AMD GPU cluster,AMD Instinct MI325X,Mistral 7B,2026,14661.0,4,1241.1,120200.0,16,0.0,1766,10.0
E-commerce AI,Bootstrapped,Private Beta,"Node.js, GraphQL",Next.js,Fireworks AI API,—,MiniMax-M2.7,2024,25.0,3,1.1,4300.0,23,14.68,3059,4.7
Logistics & Supply Chain AI,Series A,Prototype,"Node.js, NestJS",Flutter (Dart),Fireworks AI API,—,GLM 5.1,2024,30842.0,9,2951.1,259400.0,421,1173.43,1332,10.0
Cybersecurity AI,Bootstrapped,MVP,"Node.js, GraphQL",Vue,Fireworks AI API,—,GLM 5.1,2024,29.0,1,0.8,2800.0,35,103.25,1661,9.6
Climate & Energy AI,Angel,MVP,"TypeScript, Fastify",Next.js,Fireworks AI API,—,MiniMax-M2.7,2026,2145.0,3,44.9,12600.0,31,1.41,2564,6.2
Robotics & Vision AI,Bootstrapped,Private Beta,"Node.js, NestJS",Vue,Fireworks AI API,—,GPT-OSS-120B (high),2026,55.0,1,1.7,2000.0,12,0.58,450,4.0
FinTech AI,Bootstrapped,Public Beta,"Node.js, GraphQL",Vue,Own AMD GPU cluster,AMD Instinct MI325X,Mixtral 8x7B,2026,143.0,2,1.2,1100.0,13,0.0,1094,5.3
Robotics & Vision AI,Series A,MVP,"Java, Quarkus",React,Own AMD GPU cluster,AMD Instinct MI300X,Whisper Large v3,2026,28327.0,12,1856.7,149100.0,139,0.0,350,10.0
Creative & Media AI,Bootstrapped,Private Beta,"Node.js, NestJS",Vue,Fireworks AI API,—,Kimi K2.5,2024,17.0,1,0.7,2400.0,50,172.16,1223,9.2
Developer Tools,Angel,Prototype,"TypeScript, Fastify",React Native,Own AMD GPU cluster,AMD Radeon PRO W7900,Gemma 2 9B,2025,781.0,6,9.6,11500.0,12,0.0,660,7.4
HealthTech AI,Pre-Seed,Prototype,"Java, Micronaut",Flutter (Dart),Fireworks AI API,—,DeepSeek V4 Pro,2026,522.0,3,52.9,7800.0,51,30.04,6909,7.6
Voice & Audio AI,Pre-Seed,Public Beta,"Node.js, NestJS",Next.js,Own AMD GPU cluster,ROCm on MI250 cluster,Mixtral 8x7B,2025,381.0,2,7.5,5900.0,20,0.0,2259,6.1
Climate & Energy AI,Pre-Seed,Public Beta,"TypeScript, Fastify",Next.js,Fireworks AI API,—,Kimi K2.6,2026,1381.0,3,106.1,6800.0,44,33.43,584,8.8
Creative & Media AI,Seed,Private Beta,"Java, Spring Boot + Kafka",React,Fireworks AI API,—,GPT-OSS-120B (high),2024,15297.0,10,1349.7,109100.0,26,58.61,984,10.0
Legal & Compliance AI,Series A,Private Beta,"Node.js, Express",Vue,Fireworks AI API,—,Kimi K2.6,2024,63025.0,15,2707.7,550200.0,202,2672.21,6420,10.0
Climate & Energy AI,Pre-Seed,Public Beta,"Node.js, NestJS",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI250,Qwen2.5 32B,2026,583.0,5,99.3,4700.0,34,0.0,894,7.8
E-commerce AI,Seed,Public Beta,"Java, Quarkus",Next.js,Fireworks AI API,—,DeepSeek V4 Pro,2024,12121.0,8,53.5,111600.0,60,312.05,5056,10.0
Robotics & Vision AI,Bootstrapped,Prototype,"Java, Micronaut",Vue,Fireworks AI API,—,Kimi K2.5,2024,67.0,3,1.0,2700.0,138,57.02,155,9.3
Logistics & Supply Chain AI,Seed,MVP,"TypeScript, Fastify",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI300X,Gemma 2 9B,2024,5245.0,4,527.5,32000.0,57,0.0,1230,10.0
Climate & Energy AI,Pre-Seed,Prototype,"Java, Quarkus",Svelte,Own AMD GPU cluster,AMD Instinct MI250,Mistral 7B,2024,458.0,4,8.0,8400.0,88,0.0,649,7.8
Legal & Compliance AI,Pre-Seed,Idea / Concept,"Java, Micronaut",Flutter (Dart),Fireworks AI API,—,GPT-OSS-120B (high),2026,579.0,5,47.9,5400.0,198,0.72,4363,9.9
Developer Tools,Bootstrapped,Private Beta,"Java, Micronaut",Vue,Own AMD GPU cluster,AMD Instinct MI300X,Llama 3.1 8B,2026,21.0,1,0.2,3200.0,22,0.0,6633,5.9
E-commerce AI,Bootstrapped,MVP,"Node.js, NestJS",Vue,Own AMD GPU cluster,ROCm on MI300X cluster,Llama 3.1 70B,2025,73.0,1,4.5,1800.0,48,0.0,4459,6.2
Creative & Media AI,Pre-Seed,Launched,"TypeScript, Fastify",React,Own AMD GPU cluster,ROCm on MI250 cluster,CodeLlama 34B,2025,537.0,5,18.8,6800.0,2,0.0,11017,8.2
Robotics & Vision AI,Angel,Launched,"Java, Quarkus",Flutter (Dart),Fireworks AI API,—,Kimi K2.5,2024,1739.0,6,22.5,15300.0,14,126.1,1114,10.0
Cybersecurity AI,Bootstrapped,Public Beta,"Node.js, GraphQL",Flutter (Dart),Own AMD GPU cluster,ROCm on MI250 cluster,Gemma 2 9B,2025,139.0,1,2.0,4400.0,8,0.0,915,5.7
Robotics & Vision AI,Seed,Public Beta,"Node.js, Express",Flutter (Dart),Fireworks AI API,—,Kimi K2.5,2025,18261.0,5,1516.4,66200.0,3,85.49,1000,10.0
Climate & Energy AI,Seed,Prototype,"TypeScript, Fastify",Vue,Fireworks AI API,—,Kimi K2.5,2024,16974.0,6,56.4,135100.0,40,208.51,170,10.0
FinTech AI,Seed,MVP,"Java, Quarkus",Svelte,Own AMD GPU cluster,AMD Instinct MI250,Mixtral 8x7B,2026,3373.0,4,8.3,32900.0,131,0.0,3701,10.0
Creative & Media AI,Seed,MVP,"Node.js, Express",Flutter (Dart),Fireworks AI API,—,Kimi K2.5,2026,19380.0,3,218.1,155700.0,50,9.05,6685,10.0
Gaming AI,Seed,Private Beta,"Node.js, Express",Next.js,Fireworks AI API,—,DeepSeek V4 Pro,2026,3401.0,6,115.6,27100.0,2,16.98,1045,9.7
E-commerce AI,Bootstrapped,Private Beta,"TypeScript, Fastify",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2023,65.0,3,3.6,4200.0,31,49.1,1855,7.6
Creative & Media AI,Pre-Seed,Launched,"Java, Quarkus",React,Own AMD GPU cluster,AMD Instinct MI300X,Mistral 7B,2026,1152.0,4,12.3,11600.0,33,0.0,9033,10.0
HealthTech AI,Bootstrapped,Launched,"Node.js, Express",Next.js,Fireworks AI API,—,GLM 5.1,2025,108.0,1,0.8,1500.0,6,24.74,20,4.8
Robotics & Vision AI,Pre-Seed,Prototype,"TypeScript, Fastify",Vue,Fireworks AI API,—,GLM 5.1,2023,1359.0,2,138.3,7700.0,22,115.62,1653,10.0
EdTech AI,Seed,Prototype,"Node.js, GraphQL",Vue,Fireworks AI API,—,MiniMax-M2.7,2025,14323.0,8,53.9,89200.0,174,35.9,2259,10.0
EdTech AI,Pre-Seed,Idea / Concept,"Java, Spring Boot",React,Fireworks AI API,—,Kimi K2.5,2024,643.0,3,25.8,7800.0,18,257.28,2571,9.6
E-commerce AI,Bootstrapped,Prototype,"Node.js, GraphQL",Svelte,Fireworks AI API,—,DeepSeek V4 Pro,2023,7.0,2,0.3,4200.0,5,559.13,1652,10.0
Legal & Compliance AI,Seed,Private Beta,"Node.js, NestJS",React,Own AMD GPU cluster,AMD Instinct MI250,Stable Diffusion XL,2024,10602.0,4,1397.4,90000.0,178,0.0,1076,10.0
Voice & Audio AI,Bootstrapped,Private Beta,"Java, Micronaut",React,Fireworks AI API,—,Kimi K2.6,2024,102.0,2,1.3,4900.0,54,254.63,3131,10.0
Robotics & Vision AI,Seed,Public Beta,"Java, Micronaut",Svelte,Fireworks AI API,—,Kimi K2.5,2026,15912.0,9,52.5,137600.0,110,1.45,919,10.0
Voice & Audio AI,Seed,MVP,"Node.js, NestJS",Vue,Own AMD GPU cluster,AMD Radeon PRO W7900,Whisper Large v3,2023,10400.0,6,1270.7,76000.0,83,0.0,867,10.0
Robotics & Vision AI,Angel,Prototype,"Java, Spring Boot",Next.js,Fireworks AI API,—,DeepSeek V4 Pro,2023,902.0,2,13.7,3300.0,4,326.4,8304,10.0
Voice & Audio AI,Bootstrapped,Prototype,"Java, Quarkus",React Native,Own AMD GPU cluster,AMD Instinct MI250,Stable Diffusion XL,2024,37.0,1,3.4,4400.0,31,0.0,628,4.8
Legal & Compliance AI,Angel,Idea / Concept,"Node.js, GraphQL",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI250,Qwen2.5 32B,2024,505.0,4,33.6,6400.0,8,0.0,2814,6.9
Creative & Media AI,Pre-Seed,MVP,"TypeScript, Fastify",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI300X,Llama 3.1 8B,2024,138.0,5,6.9,900.0,70,0.0,1371,7.5
Robotics & Vision AI,Series A,Public Beta,"Node.js, GraphQL",React Native,Own AMD GPU cluster,ROCm on MI250 cluster,Mistral 7B,2025,74921.0,7,434.5,544700.0,65,0.0,282,10.0
Climate & Energy AI,Pre-Seed,MVP,"Node.js, GraphQL",React Native,Fireworks AI API,—,Kimi K2.6,2026,849.0,2,6.1,10100.0,39,3.7,9627,7.2
Logistics & Supply Chain AI,Series A,Prototype,"Java, Spring Boot",React,Fireworks AI API,—,GPT-OSS-120B (high),2024,49851.0,7,640.9,179600.0,161,37.02,1135,10.0
Climate & Energy AI,Bootstrapped,Public Beta,"TypeScript, Fastify",Vue,Own AMD GPU cluster,AMD Radeon PRO W7900,Whisper Large v3,2026,115.0,1,0.3,2600.0,83,0.0,890,6.4
Creative & Media AI,Series A,MVP,"Java, Spring Boot + Kafka",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI250,Mixtral 8x7B,2024,68100.0,11,3673.5,443200.0,67,0.0,1072,10.0
Climate & Energy AI,Pre-Seed,Launched,"Java, Spring Boot + Kafka",Next.js,Fireworks AI API,—,GLM 5.1,2025,1405.0,2,52.4,9800.0,40,75.27,6759,10.0
EdTech AI,Bootstrapped,Private Beta,"Node.js, NestJS",React Native,Fireworks AI API,—,DeepSeek V4 Pro,2025,90.0,2,10.5,700.0,150,104.55,1254,10.0
Robotics & Vision AI,Pre-Seed,Launched,"Java, Spring Boot",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI250,Whisper Large v3,2023,163.0,4,8.7,1500.0,68,0.0,3898,8.0
E-commerce AI,Pre-Seed,Prototype,"TypeScript, Fastify",Vue,Own AMD GPU cluster,AMD Instinct MI250,Mixtral 8x7B,2026,1068.0,5,8.2,10100.0,1,0.0,1643,7.9
Gaming AI,Angel,Prototype,"Java, Spring Boot",Vue,Own AMD GPU cluster,AMD Instinct MI300X,Mistral 7B,2026,432.0,3,1.3,2900.0,2,0.0,1559,5.7
E-commerce AI,Bootstrapped,Private Beta,"Java, Spring Boot + Kafka",Flutter (Dart),Fireworks AI API,—,Kimi K2.5,2025,40.0,1,2.5,2900.0,100,51.09,4215,7.9
E-commerce AI,Seed,Launched,"Node.js, Express",Vue,Own AMD GPU cluster,AMD Instinct MI250,Whisper Large v3,2025,14864.0,6,526.9,116200.0,46,0.0,6995,10.0
Voice & Audio AI,Pre-Seed,Launched,"Node.js, Express",Flutter (Dart),Own AMD GPU cluster,AMD Radeon PRO W7900,Gemma 2 9B,2024,899.0,4,68.4,6500.0,98,0.0,449,7.7
Logistics & Supply Chain AI,Angel,Private Beta,"Java, Quarkus",React Native,Own AMD GPU cluster,ROCm on MI250 cluster,Whisper Large v3,2026,928.0,2,3.7,10400.0,31,0.0,4424,6.2
EdTech AI,Bootstrapped,Private Beta,"Java, Quarkus",Svelte,Fireworks AI API,—,GPT-OSS-120B (high),2023,3.0,1,0.0,5000.0,6,24.09,3072,6.2
Robotics & Vision AI,Bootstrapped,MVP,"Java, Spring Boot + Kafka",Vue,Own AMD GPU cluster,ROCm on MI300X cluster,Mistral 7B,2025,148.0,1,18.3,4200.0,50,0.0,614,6.1
FinTech AI,Series A,Prototype,"Node.js, GraphQL",Flutter (Dart),Fireworks AI API,—,DeepSeek V4 Pro,2024,41766.0,9,858.5,176300.0,86,631.32,1008,10.0
Gaming AI,Seed,Private Beta,"TypeScript, Fastify",React Native,Fireworks AI API,—,DeepSeek V4 Flash,2024,6805.0,6,2148.8,41100.0,42,69.33,5122,10.0
Enterprise SaaS,Bootstrapped,Public Beta,"Java, Quarkus",Svelte,Own AMD GPU cluster,ROCm on MI250 cluster,Qwen2.5 32B,2023,93.0,1,0.9,4000.0,20,0.0,2974,4.3
Voice & Audio AI,Pre-Seed,MVP,"Java, Spring Boot + Kafka",Next.js,Fireworks AI API,—,DeepSeek V4 Pro,2025,1450.0,5,43.3,11900.0,181,181.23,1454,10.0
FinTech AI,Pre-Seed,MVP,"Java, Quarkus",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI300X,Llama 3.1 70B,2025,1475.0,3,123.8,11100.0,124,0.0,86,8.8
HealthTech AI,Seed,Launched,"Node.js, Express",React,Fireworks AI API,—,DeepSeek V4 Flash,2024,10168.0,5,810.7,61600.0,69,32.53,3420,10.0
Voice & Audio AI,Seed,MVP,"Node.js, Express",Flutter (Dart),Fireworks AI API,—,GPT-OSS-120B (high),2024,17585.0,4,261.0,152800.0,187,7.38,232,10.0
HealthTech AI,Series A,Prototype,"Java, Spring Boot + Kafka",Next.js,Fireworks AI API,—,DeepSeek V4 Flash,2024,73582.0,10,851.5,329100.0,13,126.86,433,10.0
Voice & Audio AI,Series A,Prototype,"Node.js, Express",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI250,Llama 3.1 70B,2025,55303.0,8,277.8,230100.0,211,0.0,5941,10.0
Climate & Energy AI,Seed,Private Beta,"Java, Quarkus",React Native,Fireworks AI API,—,MiniMax-M2.7,2023,11018.0,9,595.1,42400.0,45,155.42,2910,10.0
HealthTech AI,Bootstrapped,Public Beta,"Node.js, GraphQL",Flutter (Dart),Fireworks AI API,—,DeepSeek V4 Pro,2025,44.0,1,6.2,4300.0,56,146.0,1742,9.8
E-commerce AI,Pre-Seed,Private Beta,"Node.js, NestJS",Next.js,Fireworks AI API,—,Kimi K2.6,2025,1381.0,3,49.0,8600.0,13,172.49,1095,10.0
Voice & Audio AI,Bootstrapped,Private Beta,"Java, Quarkus",React,Own AMD GPU cluster,ROCm on MI250 cluster,Gemma 2 9B,2026,51.0,3,1.0,2500.0,96,0.0,414,7.9
Legal & Compliance AI,Seed,MVP,"TypeScript, Fastify",React,Fireworks AI API,—,MiniMax-M2.7,2026,15360.0,7,1183.6,51000.0,17,4.93,1221,10.0
EdTech AI,Seed,MVP,"Java, Micronaut",Flutter (Dart),Fireworks AI API,—,Kimi K2.5,2025,7374.0,6,470.7,38400.0,276,151.31,190,10.0
Voice & Audio AI,Bootstrapped,MVP,"Node.js, Express",Next.js,Own AMD GPU cluster,ROCm on MI250 cluster,Qwen2.5 32B,2024,27.0,3,0.4,4400.0,17,0.0,171,6.4
Voice & Audio AI,Seed,Idea / Concept,"Java, Quarkus",React Native,Fireworks AI API,—,Kimi K2.5,2023,18512.0,9,87.2,128500.0,153,641.0,1810,10.0
Logistics & Supply Chain AI,Angel,Prototype,"TypeScript, Fastify",Vue,Fireworks AI API,—,GPT-OSS-120B (high),2026,2617.0,6,41.8,14800.0,55,0.83,4555,8.6
Voice & Audio AI,Angel,Public Beta,"Node.js, Express",Next.js,Fireworks AI API,—,GLM 5.1,2025,2395.0,3,96.2,7600.0,14,69.03,1132,10.0
Cybersecurity AI,Seed,MVP,"Node.js, NestJS",Svelte,Fireworks AI API,—,DeepSeek V4 Flash,2025,9659.0,10,132.7,84900.0,694,2.9,3494,10.0
Developer Tools,Seed,Prototype,"Java, Spring Boot",Vue,Own AMD GPU cluster,AMD Instinct MI300X,Llama 3.1 70B,2026,15793.0,8,1059.2,80300.0,4,0.0,20,10.0
Developer Tools,Seed,Public Beta,"Node.js, Express",React Native,Fireworks AI API,—,DeepSeek V4 Pro,2023,17274.0,5,32.5,91100.0,109,489.67,2198,10.0
Enterprise SaaS,Angel,Private Beta,"Java, Micronaut",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2025,1306.0,2,62.5,14000.0,48,5.79,845,5.7
Gaming AI,Seed,MVP,"Node.js, NestJS",Svelte,Own AMD GPU cluster,ROCm on MI300X cluster,Qwen2.5 32B,2026,12013.0,8,1416.3,53200.0,67,0.0,7286,10.0
HealthTech AI,Pre-Seed,MVP,"TypeScript, Fastify",Vue,Fireworks AI API,—,Kimi K2.6,2024,588.0,3,3.9,5900.0,127,218.16,1581,10.0
Enterprise SaaS,Pre-Seed,MVP,"TypeScript, Fastify",React,Fireworks AI API,—,DeepSeek V4 Flash,2023,1412.0,4,13.5,14000.0,36,48.94,5880,9.7
EdTech AI,Seed,MVP,"Java, Micronaut",Vue,Fireworks AI API,—,MiniMax-M2.7,2025,5199.0,8,6.4,36600.0,63,8.35,288,10.0
Enterprise SaaS,Angel,Prototype,"Java, Spring Boot",Svelte,Own AMD GPU cluster,AMD Instinct MI325X,Whisper Large v3,2025,375.0,6,42.9,3200.0,137,0.0,2927,9.0
Gaming AI,Angel,Launched,"Java, Spring Boot + Kafka",React Native,Own AMD GPU cluster,ROCm on MI250 cluster,Llama 3.1 8B,2024,521.0,5,6.2,5200.0,98,0.0,2582,7.6
Logistics & Supply Chain AI,Pre-Seed,Prototype,"Java, Micronaut",Flutter (Dart),Fireworks AI API,—,Kimi K2.6,2024,225.0,5,3.9,3700.0,82,197.7,1762,10.0
Robotics & Vision AI,Bootstrapped,Public Beta,"TypeScript, Fastify",Vue,Own AMD GPU cluster,AMD Instinct MI325X,Stable Diffusion XL,2025,45.0,3,3.3,2900.0,22,0.0,2012,5.7
EdTech AI,Seed,MVP,"Java, Spring Boot + Kafka",Svelte,Own AMD GPU cluster,AMD Instinct MI300X,Mixtral 8x7B,2023,17226.0,5,3241.4,124200.0,93,0.0,3206,10.0
HealthTech AI,Pre-Seed,Public Beta,"Java, Spring Boot",Vue,Fireworks AI API,—,DeepSeek V4 Flash,2024,1039.0,3,96.0,10400.0,70,23.27,2986,8.8
Logistics & Supply Chain AI,Pre-Seed,Public Beta,"TypeScript, Fastify",Vue,Own AMD GPU cluster,ROCm on MI250 cluster,Qwen2.5 32B,2025,420.0,2,57.6,3000.0,105,0.0,4707,7.8
Robotics & Vision AI,Series A,MVP,"Java, Spring Boot + Kafka",Svelte,Own AMD GPU cluster,AMD Instinct MI300X,Qwen2.5 32B,2024,73395.0,9,4350.1,308900.0,174,0.0,1013,10.0
Robotics & Vision AI,Angel,Private Beta,"Java, Spring Boot + Kafka",Flutter (Dart),Fireworks AI API,—,Kimi K2.6,2024,2677.0,6,20.2,20700.0,33,139.5,884,10.0
Robotics & Vision AI,Pre-Seed,Idea / Concept,"TypeScript, Fastify",Next.js,Own AMD GPU cluster,ROCm on MI250 cluster,Mistral 7B,2024,1260.0,2,48.9,11100.0,23,0.0,760,6.9
Climate & Energy AI,Bootstrapped,MVP,"Node.js, Express",React Native,Fireworks AI API,—,GLM 5.1,2025,104.0,1,4.8,1700.0,95,66.57,92,7.5
Legal & Compliance AI,Bootstrapped,MVP,"Node.js, Express",React,Fireworks AI API,—,GLM 5.1,2025,58.0,2,5.6,3800.0,31,25.15,1723,6.3
Enterprise SaaS,Bootstrapped,Private Beta,"Java, Spring Boot + Kafka",Vue,Own AMD GPU cluster,AMD Instinct MI300X,CodeLlama 34B,2023,122.0,2,10.8,1800.0,3,0.0,214,4.8
Enterprise SaaS,Angel,Public Beta,"Java, Quarkus",Svelte,Own AMD GPU cluster,AMD Radeon PRO W7900,Whisper Large v3,2023,2334.0,6,110.3,11500.0,91,0.0,622,10.0
Voice & Audio AI,Angel,Private Beta,"Node.js, GraphQL",Svelte,Own AMD GPU cluster,AMD Instinct MI325X,Llama 3.1 8B,2024,731.0,2,55.7,3900.0,7,0.0,1440,6.1
HealthTech AI,Seed,Prototype,"Node.js, GraphQL",React,Fireworks AI API,—,DeepSeek V4 Pro,2023,15339.0,10,104.6,131500.0,57,764.4,4852,10.0
HealthTech AI,Seed,Launched,"Node.js, NestJS",Next.js,Fireworks AI API,—,GLM 5.1,2024,2096.0,5,146.7,18500.0,1,17.2,1143,9.8
Developer Tools,Bootstrapped,Private Beta,"Node.js, GraphQL",Svelte,Fireworks AI API,—,GLM 5.1,2024,104.0,2,0.9,4100.0,166,62.82,4473,10.0
E-commerce AI,Bootstrapped,Idea / Concept,"Java, Quarkus",Svelte,Own AMD GPU cluster,AMD Instinct MI250,Qwen2.5 32B,2024,40.0,1,3.7,4100.0,46,0.0,1829,6.1
Enterprise SaaS,Pre-Seed,Private Beta,"TypeScript, Fastify",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI300X,Llama 3.1 70B,2024,1222.0,2,8.7,8300.0,31,0.0,801,7.9
E-commerce AI,Pre-Seed,MVP,"Node.js, NestJS",Flutter (Dart),Own AMD GPU cluster,ROCm on MI250 cluster,Gemma 2 9B,2023,914.0,5,37.8,4800.0,379,0.0,907,10.0
Cybersecurity AI,Series A,Prototype,"Node.js, NestJS",Svelte,Own AMD GPU cluster,AMD Radeon PRO W7900,Stable Diffusion XL,2024,71164.0,16,2704.2,474400.0,137,0.0,1029,10.0
Cybersecurity AI,Angel,Private Beta,"Java, Quarkus",Flutter (Dart),Fireworks AI API,—,Kimi K2.6,2023,2702.0,6,134.0,13900.0,62,161.82,1015,10.0
Developer Tools,Series A,Prototype,"Java, Spring Boot",Svelte,Fireworks AI API,—,DeepSeek V4 Flash,2024,34088.0,7,2558.0,196000.0,274,213.06,568,10.0
Enterprise SaaS,Pre-Seed,MVP,"Java, Spring Boot",React,Own AMD GPU cluster,AMD Instinct MI250,Qwen2.5 32B,2025,1190.0,5,81.3,12100.0,130,0.0,117,10.0
Robotics & Vision AI,Pre-Seed,Prototype,"TypeScript, Fastify",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI250,CodeLlama 34B,2025,981.0,2,30.1,8100.0,46,0.0,1798,6.9
Legal & Compliance AI,Pre-Seed,Private Beta,"TypeScript, Fastify",Vue,Fireworks AI API,—,GLM 5.1,2024,292.0,5,31.7,4700.0,73,168.42,1156,10.0
E-commerce AI,Bootstrapped,MVP,"Java, Micronaut",Vue,Fireworks AI API,—,Kimi K2.6,2025,114.0,1,1.7,4800.0,34,15.28,5727,4.4
Climate & Energy AI,Bootstrapped,Idea / Concept,"Node.js, GraphQL",Vue,Fireworks AI API,—,GLM 5.1,2026,73.0,3,2.3,5000.0,75,3.84,815,5.7
Enterprise SaaS,Pre-Seed,MVP,"Node.js, Express",React Native,Own AMD GPU cluster,ROCm on MI250 cluster,CodeLlama 34B,2024,1325.0,4,15.4,7300.0,16,0.0,854,6.6
Enterprise SaaS,Series A,MVP,"Java, Spring Boot + Kafka",React Native,Fireworks AI API,—,Kimi K2.5,2026,34804.0,15,183.1,109900.0,18,18.77,1517,10.0
